id,name_pl,name_en,description_pl,description_en,category,img_url,product_url,price_eur
7001,,Suits,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BMTk1MjYzOTU2Nl5BMl5BanBnXkFtZTgwMzAxMTg5MTE@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt1632701/?ref_=fn_al_tt_1,5
7002,,4 pancerni i pies,,,TV_Series,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQKTTo2yxAfPFvZlglUNkKhZwNZ6mgPUdFYaQOJfrm2EevwQhKbjg,http://www.imdb.com/title/tt0120948/?ref_=fn_al_tt_1,5
7003,,The bold and the beautiful,,,TV_Series,http://www.tvmediainsights.com/wp-content/uploads/boldandthebeautiful1.jpg,http://www.imdb.com/title/tt0092325/?ref_=nv_sr_1,5
7004,,M jak Miłość,,,TV_Series,http://1.fwcdn.pl/po/83/69/88369/7198130.3.jpg,http://www.imdb.com/title/tt0386946/?ref_=fn_al_tt_1,5
7005,,House M. D.,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BMjA4NTkzNjg1OF5BMl5BanBnXkFtZTcwNjg3MTI1Ng@@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt0412142/,5
7006,,The Big Bang Theory,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMjI1Mzc4MDUwNl5BMl5BanBnXkFtZTgwMDAzOTIxMjE@._V1_SY317_CR20,0,214,317_AL_.jpg",http://www.imdb.com/title/tt0898266/?ref_=fn_al_tt_1,5
7007,,Friends,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMTg4NzEyNzQ5OF5BMl5BanBnXkFtZTYwNTY3NDg4._V1._CR24,0,293,443_SX214_AL_.jpg",http://www.imdb.com/title/tt0108778/,5
7008,,Lost,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMjA3NzMyMzU1MV5BMl5BanBnXkFtZTcwNjc1ODUwMg@@._V1_SY317_CR17,0,214,317_AL_.jpg",http://www.imdb.com/title/tt0411008/?ref_=fn_al_tt_1,5
7009,,Games of Thrones,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BNTgxOTI4NzY2M15BMl5BanBnXkFtZTgwMjY3MTM2NDE@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt0944947/,5
7010,,Mad Men,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_SY317_CR1,0,214,317_AL_.jpg",http://www.imdb.com/title/tt0804503/?ref_=fn_al_tt_1,5
7011,,Monthy Python's Flying Circus,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMTcwNTc3ODM5MF5BMl5BanBnXkFtZTcwNTM0MzM0MQ@@._V1._CR57,30,284,461_SX214_AL_.jpg",http://www.imdb.com/title/tt0063929/,5
7012,,Rome,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BMTIwODk0NzQzNV5BMl5BanBnXkFtZTcwOTEzOTc0MQ@@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt0384766/,5
7013,,Spider-Man,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMjA0NTk5OTk4NF5BMl5BanBnXkFtZTcwODkyODUyMQ@@._V1_SY317_CR7,0,214,317_AL_.jpg",http://www.imdb.com/title/tt0290983/?ref_=fn_tv_tt_4,5
7014,,Bolek i Lolek,,,TV_Series,http://www.filmweb.pl/serial/Bolek+i+Lolek-1963-120890/posters#prev,http://www.filmweb.pl/serial/Bolek+i+Lolek-1963-120890,5
7015,,Mickey Mouse,,,TV_Series,https://eu.movieposter.com/posters/archive/main/115/MPW-57745,http://www.imdb.com/title/tt2768802/?ref_=fn_tt_tt_1,5
7016,,Gossip Girl,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BMTg1NTc4Mzk1N15BMl5BanBnXkFtZTcwMjc4NjY4MQ@@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt0397442/?ref_=nv_sr_1,5
7017,,Breaking Bad,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMTQ0ODYzODc0OV5BMl5BanBnXkFtZTgwMDk3OTcyMDE@._V1_SY317_CR0,0,214,317_AL_.jpg",http://www.imdb.com/title/tt0903747/,5
7018,,Baywatch,,,TV_Series,http://ia.media-imdb.com/images/M/MV5BMTU3MjE5ODM0NV5BMl5BanBnXkFtZTcwODU2NzI0MQ@@._V1_SX214_AL_.jpg,http://www.imdb.com/title/tt0096542/?ref_=fn_al_tt_1,5
7019,,Sherlock,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BNTA2MTE1NDI5OV5BMl5BanBnXkFtZTcwNzM2MzU3Nw@@._V1_SY317_CR21,0,214,317_AL_.jpg",http://www.imdb.com/title/tt1475582/,5
7020,,House of Cards,,,TV_Series,"http://ia.media-imdb.com/images/M/MV5BMTY1NDcwMDcxN15BMl5BanBnXkFtZTgwMDI1NTQzNDE@._V1_SY317_CR0,0,214,317_AL_.jpg",http://www.imdb.com/title/tt1856010/,5
