id,name_pl,name_en,description_pl,description_en,category,img_url,product_url,price_eur
14001,,Women's Classic Black Watch,,,Watches,https://secure-i3.ztat.net//large/CW/95/4E/00/3Q/11/CW954E003-Q11@8.jpg,https://www.zalando.pl/cheapo-harold-zegarek-black-cw954e003-q11.html,50
14002,,Women's Gold Watch,,,Watches,https://secure-i5.ztat.net//large/DI/35/1F/00/K2/06/DI351F00K-206@1.1.jpg,https://www.zalando.pl/dixie-boston-zegarek-zloty-di351f00k-206.html,60
14003,,Daniel Wellington Women's Watch,,,Watches,https://secure-i4.ztat.net//large/DW/25/1E/00/LF/11/DW251E00L-F11@5.2.jpg,https://www.zalando.pl/daniel-wellington-classy-winchester-zegarek-rosegold-dw251e00l-f11.html,120
14004,,New Look Watch,,,Watches,https://secure-i3.ztat.net//large/NL/05/1E/00/NQ/11/NL051E00N-Q11@2.jpg,https://www.zalando.pl/new-look-zegarek-black-nl051e00n-q11.html,26
14005,,Sporty Watch,,,Watches,https://secure-i5.ztat.net//large/SO/25/1E/07/RI/11/SO251E07R-I11@2.jpg,https://www.zalando.pl/s-oliver-so-2752-pq-zegarek-flieder-so251e07r-i11.html,40
14006,,Timex Digital Watch,,,Watches,https://secure-i5.ztat.net//large/TX/15/4E/00/0F/11/TX154E000-F11@8.jpg,https://www.zalando.pl/timex-originals-classic-digital-zegarek-cyfrowy-zloty-tx154e000-f11.html,70
14007,,Cheapo Funny Watch,,,Watches,https://secure-i3.ztat.net//large/CW/95/4E/00/9Q/11/CW954E009-Q11@8.jpg,https://www.zalando.pl/cheapo-pop-screw-it-zegarek-black-cw954e009-q11.html,50
14008,,Tom Tailor Jewellery Watch,,,Watches,https://secure-i6.ztat.net//large/TO/25/1E/01/7F/11/TO251E017-F11@5.jpg,https://www.zalando.pl/tom-tailor-zegarek-gold-to251e017-f11.html,80
14009,,S.Oliver Gold and Silver Watch,,,Watches,https://secure-i4.ztat.net//large/SO/25/1E/06/7D/11/SO251E067-D11@5.jpg,https://www.zalando.pl/s-oliver-zegarek-silber-rosegold-so251e067-d11.html,80
14010,,S.Oliver Pending Watch,,,Watches,https://secure-i5.ztat.net//large/SO/25/1E/01/1Q/11/SO251E011-Q11@7.1.jpg,https://www.zalando.pl/s-oliver-so-2783-lq-zegarek-czarny-so251e011-q11.html,75
14011,,Men's Watch,,,Watches,https://secure-i4.ztat.net//large/TX/15/2E/01/1F/11/TX152E011-F11@7.jpg,https://www.zalando.pl/timex-intelligent-yacht-racer-zegarek-chronograficzny-rosegold-black-tx152e011-f11.html,320
14012,,Swiss Military Watch,,,Watches,https://secure-i2.ztat.net//large/SW/25/2F/01/OQ/11/SW252F01O-Q11@5.jpg,https://www.zalando.pl/swiss-military-hanowa-flagship-zegarek-chronograficzny-czarny-sw252f01o-q11.html,260
14013,,Men's Digital Watch,,,Watches,https://secure-i1.ztat.net//large/TX/15/2E/00/TQ/11/TX152E00T-Q11@2.jpg,https://www.zalando.pl/timex-expedition-vibe-shock-zegarek-cyfrowy-schwarz-tx152e00t-q11.html,80
14014,,Men's Watch,,,Watches,https://secure-i1.ztat.net//large/2K/H5/2E/00/1J/11/2KH52E001-J11@2.jpg,https://www.zalando.pl/kerbholz-reinecke-zegarek-rosewood-2kh52e001-j11.html,120
14015,,Men's Watch,,,Watches,https://secure-i6.ztat.net//large/TO/25/2E/00/MQ/11/TO252E00M-Q11@5.jpg,https://www.zalando.pl/tom-tailor-zegarek-schwarz-silber-to252e00m-q11.html,60
14016,,Smartwatch,,,Watches,http://store.sony.com/SNYNA_27/pimg/pSNYNA-SW2ACT_main_v500.png,http://store.sony.com/smartwatch-2-zid27-SW2ACT/cat-27-catid-SmartWear,100
